261160;PE;RECIFE;0001155;DEPARTAMENTO DE QUALIDADE DE VIDA;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;;24416174000106;M;RUA MANUEL DE MEDEIROS;S/N;DOIS IRMAOS;52171030;-8.01701;-34.95141
261160;PE;RECIFE;0001163;US 109 CS FRANCISCO PIGNATARI;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;ESTRADA DO ARRAIAL;S/N;CASA AMARELA;52070000;-8.054;-34.881
261160;PE;RECIFE;0001236;US 152 CS INA ROSA BORGES;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA SENADOR MILTON CAMPOS;S/N;VASCO DA GAMA;52081170;-8.054;-34.881
261160;PE;RECIFE;0001244;US 175 PSF DR DIOGENES CAVALCANTI;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA ALTO DA BRASILEIRA;1002;NOVA DESCOBERTA;52091260;-8.054;-34.881
261160;PE;RECIFE;0001309;CLIMAPE;SERVICO DE RADIOLOGIA HOSPITALAR LTDA;11284304000144;;M;RUA DAS NIFAS;120;BOA VISTA;50070000;-8.05941;-34.89149
261160;PE;RECIFE;0001317;US 120 CS MARIO MONTEIRO MELO;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA NOVA DESCOBERTA;99;NOVA DESCOBERTA;52090003;-8.00111;-34.92354
261160;PE;RECIFE;0001384;CLINICA DE RADIODIAGNOSTICO BOA VIAGEM;CLINICA DE RADIODIAGNOSTICO BOA VIAGEM LTDA;11222619000167;;M;AV ENG DOMINGOS FERREIRA;1971;BOA VIAGEM;51111021;-8.11105;-34.89280
261160;PE;RECIFE;0001430;US 129 AMEM AMBULATORIO ESPECIALIZADO DA MULHER;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA PADRE ROMA;149;TAMARINEIRA;52050150;-8.054;-34.881
261160;PE;RECIFE;0001457;CLINICA RADIOLOGICA MANOEL BORBA;CLINICA ODONTOLOGICA E DE DIAGNOSTICO MANOEL BORBA LTDA EPP;11735222000179;;M;RUA DA BAIXA VERDE;409;DERBY;52010250;-8.054;-34.881
261160;PE;RECIFE;0026344;US 266 PSF MANGUEIRA II;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA FELICIANO CASTILHO;64;MANGUEIRA;50820120;-8.054;-34.881
261160;PE;RECIFE;0026352;US 267 PSF UR 2;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;AV SANTA FE;240;COHAB;51340240;-8.054;-34.881
261160;PE;RECIFE;0026360;US 268 PSF CAFESOPOLIS;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA CAFEZOPOLIS;1920;IMBIRIBEIRA;51150230;-8.054;-34.881
261160;PE;RECIFE;0028088;US 273 PSF BIANOR TEODOSIO;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;AV HILDEBRANDO DE VASCONCELOS;S/N;DOIS UNIDOS;52160000;-8.054;-34.881
261160;PE;RECIFE;0028096;US 274 PSF TIA REGINA;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA CORREGO DO DEODATO;315;AGUA FRIA;52211250;-8.054;-34.881
261160;PE;RECIFE;0028649;US 276 USF UPINHA ALTO DO PASCOAL;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;AV ANIBAL BENEVOLO;S/N;LINHA DO TIRO;52130220;-8.054;-34.881
261160;PE;RECIFE;0028665;US 278 PSF NOSSA SRA DO PILAR BAIRRO DO RECIFE;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA CAIS DO APOLO;S/N;RECIFE;50030270;-8.054;-34.881
261160;PE;RECIFE;0028673;US 279 PSF PASSARINHO ALTO;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA DAS ROSAS;120;PASSARINHO;52170190;-8.054;-34.881
260005;PE;ABREU E LIMA;7085788;AMBULATORIO MEDICO BOMBRIL;BOMBRIL S A;50564053000960;;M;ROD BR 101 NORTE;S/N;DISTRITO INDUSTRIAL;53550520;-7.91200;-34.90300
260790;PE;JABOATAO DOS GUARARAPES;7084870;SORRISOODONTO;ALEXANDRO A FERREIRA CIA LTDA ODONTOLOGIA ME;15698508000182;;M;AVENIDA AGAMENON MAGALHAES;167;PRAZERES;54310420;-8.15942;-34.92141
261640;PE;VITORIA DE SANTO ANTAO;7084668;UNIMED RECIFE VITORIA DE SANTO ANTAO;UNIMED RECIFE COOPERATIVA DE TRABALHO MEDICO;11214624001442;;M;RUA MELO VERCOSA;350;MATRIZ;55602020;-8.11800;-35.29100
261160;PE;RECIFE;0001503;US 179 PSF ALTO DO CEU;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA CAPITAO SALGUEIRO;267;PORTO DA MADEIRA;52130150;-8.054;-34.881
261160;PE;RECIFE;0001511;US 184 PSF VILA UNIAO;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA NOVA ALIANCA;S/N;IPUTINGA;50680280;-8.054;-34.881
261160;PE;RECIFE;0001619;CECLINE;CENTRO DE ANALISES CLINICAS DO NORDESTE LTDA;00886377000190;;M;RUA PORTO RICO;24;BOA VISTA;50070320;-8.054;-34.881
261160;PE;RECIFE;0001627;CLINICA RADIOLOGICA SANTO ANTONIO;CLINICA RADIOLOGICA SANTO ANTONIO LTDA;11244357000131;;M;RUA DR CARLOS CHAGAS;92;SANTO AMARO;50100080;-8.04768;-34.88934
261160;PE;RECIFE;0001635;LABORATORIO DR ANACLETO FERREIRA;LABORATORIO DE ANALISES CLINICAS JOSE ANACLETO FERREIRA;09829698000127;;M;RUA DO SOSSEGO;199;BOA VISTA;50050080;-8.08222;-34.95404
261160;PE;RECIFE;0001643;ULTRA DIAGNOSTICOS;ULTRA DIAGNOSTICO SC LTDA;08731556000160;;M;RUA 13 DE MAIO;95;SANTO AMARO;50100160;-8.054;-34.881
261160;PE;RECIFE;0001651;LABORATORIO FERNANDO TRAVASSOS;LABORATORIO FERNANDO TRAVASSOS SS LTDA;10571107000143;;E;AV AGAMENON MAGALHAES;4475;ILHA DO LEITE;50070160;-8.05928;-34.89775
261160;PE;RECIFE;0001678;INSTITUTO DE RADIUM E RADIOLOGIA;INSTITUTO DE RADIUM E RADIOLOGIA LTDA;11547130000165;;M;AV CRUZ CABUGA;1597;SANTO AMARO;50040000;-8.05006;-34.87897
261160;PE;RECIFE;0001686;CLINICA DE PULMOES;CLINICA DE PULMOES LTDA;11515715000101;;M;RUA DR CARLOS CHAGAS;97;SANTO AMARO;50100080;-8.054;-34.881
261160;PE;RECIFE;0001716;CLINICA DE FISIOTERAPIA DO RECIFE;CLINICA DE FISIOTERAPIA DO RECIFE LTDA;11139573000117;;M;RUA DO SOSSEGO;576;SANTO AMARO;50100150;-8.054;-34.881
261160;PE;RECIFE;0001732;INSTITUTO DE REABILITACAO INTEGRADA LTDA ME;INSTITUTO DE REABILITACAO INTEGRADA LTDA ME;10958643000104;;M;AV VISCONDE DE SUASSUNA;372;SANTO AMARO;50050540;-8.05148;-34.88647
261160;PE;RECIFE;0001740;CAMESP;CENTRO ANALISES MEDICAS ESPECIALIZADA LTDA;11378759000129;;M;RUA ALVARES DE AZEVEDO;126;SANTO AMARO;50050330;-7.97408;-34.96526
261160;PE;RECIFE;0001775;SAC;SERVICO DE ANALISES CLINICAS LTDA;11527462000188;;M;RUA 5 DE NOVEMBRO;171;AFOGADOS;50770310;-8.08109;-34.90845
261160;PE;RECIFE;0001791;CLINICA RADIOLOGICA MANOEL MEDEIROS;CLINICA RADIOLOGICA MANOEL MEDEIROS LTDA;11532785000160;;M;RUA JOAQUIM NABUCO;516;GRACAS;52011005;-8.05256;-34.90060
261160;PE;RECIFE;0001805;CLINICA RADIOLOGICA WALTER BRAGA LTDA;CLINICA RADIOLOGICA WALTER BRAGA LTDA;11545266000136;;M;RUA BARTOLOMEU DE GUSMAO;090;MADALENA;50610190;-8.05255;-34.9005
261160;PE;RECIFE;0001813;US 112 CS DR JOSE DUSTAN CARVALHO SOARES;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;AV MAURICIO DE NASSAU;S/N;IPUTINGA;50731490;-8.04033;-34.92773
261160;PE;RECIFE;0001856;CENTRO DE REABILITACAO MOTORA DO RECIFE;CENTRO DE REABILITACAO MOTORA DO RECIFE LTDA;10984664000196;;M;ESTRADA DE BELEM;217;CAMPO GRANDE;52041760;-8.03198;-34.87759
261160;PE;RECIFE;0001864;CELARE;CENTRO LABORATORIAL A DO RECIFE LTDA;24261778000112;;M;AV NORTE MIGUEL ARRAES DE ALENCAR;4074;TAMARINEIRA;52110005;-8.054;-34.881
261160;PE;RECIFE;0028959;SUVAG;CENTRO SUVAG DE PERNAMBUCO;11254166000150;;M;PRACA PRF BARRETO CAMPELO;1238;TORRE;50710290;-8.04760;-34.91501
261160;PE;RECIFE;0028975;US 280 PSF SITIO CARDOSO;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA PADRE LANDIM;342;MADALENA;50710485;-8.054;-34.881
261160;PE;RECIFE;0028983;US 223 CENTRO DE REABILIT FISIO ANTONIO NOGUEIRA DE AMORIM;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA 7 DE SETEMBRO;S/N;BOA VISTA;50060070;-8.11414;-34.95147
261160;PE;RECIFE;0029041;US 281 PSF VILA DOS MILAGRES;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA DAS FLORES;60;IBURA;51270100;-8.054;-34.881
260290;PE;CABO DE SANTO AGOSTINHO;0029092;SPA SACRAMENTO;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA DA ALEGRIA;69;PONTEZINHA;54505000;-8.23423;-34.98147
261160;PE;RECIFE;0029106;US 283 PSF VILA BOA VISTA;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA VER OTACILIO DE AZEVEDO;S/N;BREJO DE BEBERIBE;52191000;-8.054;-34.881
261160;PE;RECIFE;0029114;US 284 PSF VILA SAO MIGUEL MARROM GLACE;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA MARIAPOLIS;132;AFOGADOS;50770640;-8.054;-34.881
261160;PE;RECIFE;0029122;US 286 PSF IRMA TEREZINHA;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA DA CONSOLACAO;9;PEIXINHOS;52125210;-8.054;-34.881
261160;PE;RECIFE;0029130;US 285 PSF SAO JOSE DO COQUE;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;AV CENTRAL;S/N;ILHA JOANA BEZERRA;50080705;-8.054;-34.881
261160;PE;RECIFE;3506118;ELNY BANKS GOMES DE OLIVEIRA;ELNY BANKS GOMES DE OLIVEIRA;;;M;RUA MADRE DE LOYOLA;72;JAQUEIRA;52050001;-8.04099;-34.90381
260400;PE;CARPINA;5868769;SOS FISIOTERAPIA LTDA;SOS FISIOTERAPIA LTDA;09235460000173;;M;RUA PROFESSOR ADALBERTO TEOBALDO DE FREITAS;131;SAO JOSE;55815415;-7.84655;-35.24760
261640;PE;VITORIA DE SANTO ANTAO;5868785;CONSULTORIO PAULA MARCIA BASTOS DE ALBUQUERQUE;PAULA MARCIA BASTOS DE ALBUQUERQUE;;;M;RUA CANDIDO CARDOSO DA FONTE NETO;27;MATRIZ;55612600;-8.11404;-35.29759
261160;PE;RECIFE;0000779;US 143 LABORATORIO MUNICIPAL DO RECIFE;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA MAJOR CODECEIRA;194;SANTO AMARO;50100070;-8.04857;-34.88889
261160;PE;RECIFE;0000795;CLINOPE;CLINICA OFTALMOLOGICA DE PERNAMBUCO;35315993000337;;M;AV MANOEL BORBA;237;BOA VISTA;50060140;-8.054;-34.881
261160;PE;RECIFE;0000809;FUNDACAO HEMOPE;FUNDACAO DE HEMATOLOGIA E HEMOTERAPIA DE PERNAMBUCO;;10564953000136;E;RUA JOAQUIM NABUCO;171;GRACAS;52010300;-8.05277;-34.89755
261160;PE;RECIFE;0000817;US 149 CS OLINTO OLIVEIRA;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA FRANCISCO DE PAULA;47;CAXANGA;50800270;-8.054;-34.881
261160;PE;RECIFE;0000833;US 137 CS PROF DJAIR BRINDEIRO;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA COSMORAMA;S/N;BOA VIAGEM;51030640;-8.054;-34.881
260400;PE;CARPINA;7086679;CLINICARP;LINDAMARQUE MOURA NUNES DE AMORIM;;;M;RUA DOM BOSCO;143;SAO JOSE;55819901;-7.85100;-35.25500
261160;PE;RECIFE;0001872;CLINICA LUIZ BORGES;INSTITUTO DE FISIOTERAPIA DUARTE COELHO;10968311000100;;M;AV PORTUGAL;163;PAISSANDU;52010010;-8.054;-34.881
261160;PE;RECIFE;0001880;RC DIAGNOSTICOS;R C DIAGNOSTICOS;41028879000167;;M;AV NORTE MIGUEL ARRAES DE ALENCAR;2608;ENCRUZILHADA;52041080;-8.054;-34.881
261160;PE;RECIFE;0001937;FOPCB;FUNDACAO ODONTOLOGICA PRESIDENTE CASTELO BRANCO;11526498000147;;M;RUA ARTUR COUTINHO;143;SANTO AMARO;50100280;-8.04882;-34.87967
261160;PE;RECIFE;0001945;GURI;GRUPO UNIVERSITARIO DE REABILITACAO INFANTIL;11011129000111;;M;RUA DO BOM GOSTO;36;AFOGADOS;50770170;-8.054;-34.881
261160;PE;RECIFE;0001961;OFTALMO;OFTALMO CENTRO DE OFTALMOLOGISTAS ASSOCIADOS DE PE LTDA EP;10896785000348;;M;RUA FRANCISCO ALVES;191;PAISSANDU;50070490;-8.06780;-34.89272
261160;PE;RECIFE;0001996;US 170 CAPS DR GALDINO LORETO;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA FREI ATANASIO;364;JARDIM SAO PAULO;50731530;-8.054;-34.881
261160;PE;RECIFE;0002038;DAVITA RECIFE;DAVITA SERVICOS DE NEFROLOGIA RECIFE LTDA;70054952000173;;E;CRUZ CABUGA;1563;SANTO AMARO;50040000;-8.04977;-34.87876
261160;PE;RECIFE;0002046;US 168 CTA CENTRO DE TESTAGEM E ACONSELHAMENTO;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;LARGO DA SANTA CRUZ;S/N;BOA VISTA;50060220;-8.054;-34.881
261160;PE;RECIFE;0002054;US 319 CAPS ESPACO AZUL;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;AV NORTE MIGUEL ARRAES DE ALENCAR;5035;CASA AMARELA;52070660;-8.02612;-34.90564
261160;PE;RECIFE;0002062;US 172 PSF TRES CARNEIROS;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA IBITIARA;154;COHAB;51330240;-8.054;-34.881
261160;PE;RECIFE;0002070;US 173 PSF DANCING DAYS;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA DANCING DAYS;109;IMBIRIBEIRA;51180340;-8.054;-34.881
261160;PE;RECIFE;0002119;NEFROCENTRO;CENTRO DE TRATAMENTO NEFROLOGICO LTDA;41249335000125;;E;AV 17 DE AGOSTO;387;CASA FORTE;52060590;-8.03558;-34.91277
261160;PE;RECIFE;0002127;US 216 PSF APIPUCOS;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA CORONEL JOAO BATISTA DO REGO BARROS;56;APIPUCOS;52071390;-8.054;-34.881
260290;PE;CABO DE SANTO AGOSTINHO;0020311;USF CHARNECA I;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA 07;07;CHARNECA;54505560;-8.24317;-34.98380
260290;PE;CABO DE SANTO AGOSTINHO;0020338;USF PIRAPAMA;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA DA SUDADE;S/N;PIRAPAMA;54505000;-8.23622;-34.98454
260290;PE;CABO DE SANTO AGOSTINHO;0020362;USF SACRAMENTO;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA DA ALEGRIA;S/N;PONTEZINHA;54520000;-8.23415;-34.98153
260290;PE;CABO DE SANTO AGOSTINHO;0020389;USF CHARNEQUINHA;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA JOSE PAULO DA CUNHA;293;CHARNEQUINHA;54505560;-8.29457;-35.04469
260290;PE;CABO DE SANTO AGOSTINHO;0020478;USF CHARNECA III;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA 27;224;CHARNECA;54505560;-8.28638;-35.02845
260290;PE;CABO DE SANTO AGOSTINHO;0020486;USF SAO FRANCISCO IV;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA 03;11;SAO FRANCISCO;54505560;-8.29058;-35.03695
260290;PE;CABO DE SANTO AGOSTINHO;0020494;USF BELA VISTA I;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA 05;S/N;BELA VISTA;54505560;-8.29050;-35.03700
261160;PE;RECIFE;0020559;CIAC;CAVALVANTI E CAVALCANTI ANALISES CLINICAS LTDA;07733225000104;;M;AVENIDA NORTE MIGUEL ARRAES DE ALENCAR;2535;ENCRUZILHADA;52041080;-8.03791;-34.89341
261160;PE;RECIFE;0020648;US 222 PSF CORREGO DO CURIO;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA CORREGO DO CURIO;43;DOIS UNIDOS;52150160;-8.054;-34.881
261160;PE;RECIFE;0022187;US 232 PSF ILHA SANTA TEREZINHA;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA ARTEMIS;9;SANTO AMARO;50110470;-8.054;-34.881
261160;PE;RECIFE;0022225;US 243 PSF SANTO AMARO II;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA BUARQUE DE MACEDO;65;SANTO AMARO;50110340;-8.054;-34.881
261160;PE;RECIFE;0022268;US 244 PSF PROF ANTONIO FRANCISCO AREIAS;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;AV JARDIM BRASILIA;S/N;PEIXINHOS;52041430;-8.054;-34.881
261160;PE;RECIFE;0022276;US 231 PSF CORREGO DA BICA;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA SANTA TEREZA;S/N;GUABIRABA;52130110;-8.054;-34.881
261160;PE;RECIFE;0022292;US 251 PSF DA GUABIRABA;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;AV VER OTACILIO AZEVEDO;115;ALTO JOSE BONIFACIO;52081550;-8.054;-34.881
261160;PE;RECIFE;0022306;US 225 PSF SKYLAB II;PREFEITURA DA CIDADE DO RECIFE;;10565000000192;M;RUA ITAPIRANGA;791;IPUTINGA;50680210;-8.054;-34.881
261060;PE;PAUDALHO;7145810;VIP IMAGEM;VIP IMAGEM SERVICOS DE DIAGNOSTICO LTDA;17206252000174;;M;RUA DR ABEL VENTURA;S/N;SANTA TEREZA;55825000;-7.89700;-35.18000
260970;PE;OROBO;7126255;NUCLEO DE APOIO A SAUDE DA FAMILIA DE OROBO;PREFEITURA MUNICIPAL DE OROBO;;10294254000113;M;AVENIDA DOM GENTIL;S/N;CARAUBAS;55745000;-7.74500;-35.60200
261070;PE;PAULISTA;7125097;USF ELZANIR FERREIRA;PREFEITURA DA CIDADEE DO PAULISTA;;10408839000117;M;RUA DOIS;S/N;PARATIBE;53401441;-7.93343;-34.89824
261070;PE;PAULISTA;7122225;USF CHA DA MANGABEIRA;PREFEITURA DA CIDADE DO PAULISTA;;10408839000117;M;RUA DA BOA VISTA;S/N;CHA MANGABEIRA;53404450;-7.93308;-34.86386
261160;PE;RECIFE;7119313;SUENNE DE FREITAS WANDERLEY VALADARES;SUENNE DE FREITAS WANDERLEY VALADARES;;;M;CARLOS PEREIRA FALCAO;298;BOA VIAGEM;50100060;-8.05400;-34.88100
260960;PE;OLINDA;6050700;TULIO CABRAL DE VASCONCELLOS CARDOSO;TULIO CABRAL DE VASCONCELLOS CARDOSO;;;M;R CORONEL JOAO JOAQUIM ANTUNES;284;BAIRRO NOVO;53030140;-8.009;-34.855
261160;PE;RECIFE;7118880;MENTE CORPORATIVA PSICOLOGIA EMPRESARIAL;MENTE CORPORATIVA PSICOLOGIA EMPRESARIAL LTDA;14508821000148;;M;AV FERNANDO SIMOES BARBOSA;874;BOA VIAGEM;51021060;-8.12573;-34.90035
261450;PE;SURUBIM;7109512;LABORATORIOS GILSON CIDRIM;DIAGNOSTICOS DA AMERICA S A;61486650096350;;M;JOAO BATISTA;153;CENTRO;55750000;-7.83200;-35.75600
261530;PE;TIMBAUBA;7109431;LABORATORIO GILSON CIDRIM;LABORATORIO DE ANALISES CLINICAS GILSON CIDRIM LTDA;01502599004545;;M;CORONEL ANTONIO VICENTE;138;CENTRO;55870000;-7.51016;-35.31989
260290;PE;CABO DE SANTO AGOSTINHO;0000027;CASA DE SAUDE SANTA HELENA;CASA DE SAUDE E MATERNIDADE SANTA HELENA LTDA;10930451001153;10930451000181;M;AVN PRESIDENTE GETULIO VARGAS;428;CENTRO;54505560;-8.287;-35.035
260290;PE;CABO DE SANTO AGOSTINHO;0000035;HOSPITAL MENDO SAMPAIO;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;11294402000243;11294402000162;M;BR 101 SUL KM 34;S/N;CHARNECA;54535430;-8.287;-35.035
260290;PE;CABO DE SANTO AGOSTINHO;0000078;CENTRO HERBERT DE SOUZA;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;AV HISTORIADOR PEREIRA DA COSTA;428;CENTRO;54510360;-8.287;-35.035
260290;PE;CABO DE SANTO AGOSTINHO;0000086;CENTRO DE SAUDE DA MULHER CAIC;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA MANOEL QUEIROZ DA SILVA;S/N;TORRINHA;54510020;-8.287;-35.035
260290;PE;CABO DE SANTO AGOSTINHO;0000094;MATERNIDADE PADRE GERALDO LEITE BASTOS;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;BR 101 SUL KM 23;S/N;PONTE DOS CARVALHOS;54510000;-8.287;-35.035
260290;PE;CABO DE SANTO AGOSTINHO;0000108;USF ALTO DOS INDIOS;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA 17;80;PONTE DOS CARVALHOS;54505560;-8.29005;-35.03723
260290;PE;CABO DE SANTO AGOSTINHO;0000116;USF CHARNECA II;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA 02;07;CHARNECA;54535020;-8.29042;-35.03706
260290;PE;CABO DE SANTO AGOSTINHO;0000124;USF SAO FRANCISCO I;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;RUA MANOEL DOMINGOS BARROS;38;SAO FRANCISCO;54505560;-8.29737;-35.03629
260290;PE;CABO DE SANTO AGOSTINHO;0000140;USF JUSSARAL;PEFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;;11294402000162;M;ESTRADA DA VITORIA;S/N;JUSSARAL;54505560;-8.23326;-34.98212
